ESTADO,CIDADE,NUM_IDOSO
SP,JACUPIRANGA,337
SP,VALPARAÍSO,337
PR,PRUDENTÓPOLIS,337
SP,BANANAL,336
BA,MIGUEL CALMON,336
ES,AFONSO CLÁUDIO,336
MG,NOVA SERRANA,336
RS,DOIS IRMÃOS,336
PR,PONTAL DO PARANÁ,336
RS,IGREJINHA,336
PA,ORIXIMINÁ,336
SP,CARDOSO,336
PA,TOMÉ-AÇU,335
BA,IGUAÍ,335
BA,SÃO GONÇALO DOS CAMPOS,335
PE,MORENO,335
CE,NOVA RUSSAS,335
GO,CIDADE OCIDENTAL,334
MS,ANASTÁCIO,334
PR,MANDAGUARI,334
BA,CONDE,334
SP,AGUAÍ,334
RJ,SUMIDOURO,334
PE,PALMARES,334
MG,JACUTINGA,333
BA,CAMPO FORMOSO,333
PR,RIO NEGRO,333
BA,ITAMBÉ,333
RS,SÃO SEPÉ,333
MG,VÁRZEA DA PALMA,332
MG,JABOTICATUBAS,332
SP,BORBOREMA,332
SC,IÇARA,332
SP,CACONDE,332
GO,ITABERAÍ,332
RS,SOBRADINHO,332
BA,IRECÊ,332
MG,BORDA DA MATA,331
PA,MOJU,331
SP,DUARTINA,331
MG,TOMBOS,331
PE,IPOJUCA,331
MG,CONCEIÇÃO DAS ALAGOAS,331
PE,ARARIPINA,331
RN,SÃO JOSÉ DE MIPIBU,331
TO,PARAÍSO DO TOCANTINS,331
BA,BRUMADO,331
PE,CARPINA,331
RJ,QUISSAMÃ,331
BA,CASTRO ALVES,331
ES,VIANA,331
BA,ARACI,331
SP,ITARIRI,331
GO,PLANALTINA,331
SP,RIO DAS PEDRAS,330
PR,CRUZEIRO DO OESTE,330
MG,NOVA ERA,330
MG,CAMPESTRE,330
SP,SANTO ANTÔNIO DE POSSE,330
PE,AFOGADOS DA INGAZEIRA,330
SP,IBATÉ,330
BA,CARAVELAS,330
MG,INHAPIM,330
GO,URUAÇU,330
GO,NERÓPOLIS,330
RS,PALMEIRA DAS MISSÕES,330
ES,ITAPEMIRIM,329
SP,PEDRO DE TOLEDO,329
MT,CHAPADA DOS GUIMARÃES,329
CE,PARACURU,329
SP,TUPI PAULISTA,329
CE,ICÓ,329
CE,LIMOEIRO DO NORTE,329
SE,SIMÃO DIAS,329
BA,ITIÚBA,329
SP,ILHA COMPRIDA,329
MG,SANTA VITÓRIA,328
GO,BELA VISTA DE GOIÁS,328
PR,CAMBARÁ,328
PA,MARAPANIM,328
MG,TOCANTINS,328
MG,RAUL SOARES,328
MG,BARROSO,327
SP,ANGATUBA,327
RS,PINHEIRO MACHADO,327
PE,SÃO LOURENÇO DA MATA,327
GO,PIRENÓPOLIS,327
PR,FAZENDA RIO GRANDE,327
MG,TRÊS MARIAS,327
PA,SÃO CAETANO DE ODIVELAS,327
PR,ASSIS CHATEAUBRIAND,327
CE,SÃO GONÇALO DO AMARANTE,327
MG,FRANCISCO SÁ,327
AM,TEFÉ,327
CE,TIANGUÁ,327
MS,SIDROLÂNDIA,327
SC,BALNEÁRIO BARRA DO SUL,326
SC,HERVAL D'OESTE,326
PA,PARAGOMINAS,326
RS,SOLEDADE,326
RN,MACAU,326
PR,PIRAÍ DO SUL,326
SC,BOMBINHAS,326
MG,CONSELHEIRO PENA,326
AL,UNIÃO DOS PALMARES,326
MA,SÃO JOÃO DOS PATOS,326
SP,JOANÓPOLIS,326
PE,ILHA DE ITAMARACÁ,326
PR,SARANDI,326
BA,ITAJUÍPE,325
GO,SANTO ANTÔNIO DO DESCOBERTO,325
MG,SÃO JOAQUIM DE BICAS,325
MG,MUTUM,325
RJ,SANTA MARIA MADALENA,325
MG,SANTO ANTÔNIO DO MONTE,325
MG,RESPLENDOR,325
MG,MATIAS BARBOSA,325
BA,ITAPARICA,325
BA,ITORORÓ,325
RJ,ENGENHEIRO PAULO DE FRONTIN,325
SP,ITAPUÍ,324
MA,CURURUPU,324
RJ,PORTO REAL,324
PE,BREJO DA MADRE DE DEUS,324
BA,CURAÇÁ,324
PE,BARREIROS,323
CE,MASSAPÊ,323
SP,GETULINA,323
CE,IPUEIRAS,323
SP,BOFETE,323
SP,GUARACI,323
MG,GUARANÉSIA,323
BA,POJUCA,323
SP,CAJATI,322
SP,PINDORAMA,322
SP,ROSANA,322
SP,PATROCÍNIO PAULISTA,322
SP,TEODORO SAMPAIO,322
PE,CABROBÓ,322
MG,EUGENÓPOLIS,322
MS,BONITO,322
RS,PIRATINI,322
RS,SÃO FRANCISCO DE ASSIS,322
CE,ACOPIARA,322
MG,DIVINO,321
MG,CANDEIAS,321
PE,SALGUEIRO,321
SC,SÃO JOAQUIM,321
BA,RIACHÃO DO JACUÍPE,321
ES,MONTANHA,321
SP,BURI,321
PR,IBAITI,321
SC,GUARAMIRIM,321
MS,RIO BRILHANTE,320
SP,CORDEIRÓPOLIS,320
MG,BURITIS,320
SP,BASTOS,320
MT,JACIARA,320
SP,ELDORADO,320
MG,SÃO DOMINGOS DO PRATA,320
MS,ITAPORÃ,320
MS,FÁTIMA DO SUL,320
PE,ÁGUA PRETA,320
BA,CASA NOVA,320
RS,CIDREIRA,319
RS,CANDELÁRIA,319
CE,SÃO BENEDITO,319
PA,IGARAPÉ-MIRI,319
GO,HIDROLÂNDIA,319
SC,BALNEÁRIO ARROIO DO SILVA,319
MG,CARMO DO CAJURU,318
SP,SANTO ANASTÁCIO,318
GO,SÃO MIGUEL DO ARAGUAIA,318
SP,CASTILHO,318
SP,LOUVEIRA,318
SP,SÃO BENTO DO SAPUCAÍ,318
MG,MAR DE ESPANHA,318
MG,ITAMARANDIBA,318
BA,SANTA CRUZ CABRÁLIA,318
SP,BURITAMA,318
SC,XAXIM,318
SP,IPAUSSU,318
MG,CLÁUDIO,318
MT,BARRA DO BUGRES,318
MG,SABINÓPOLIS,317
CE,SENADOR POMPEU,317
RJ,SÃO JOSÉ DO VALE DO RIO PRETO,317
ES,SÃO GABRIEL DA PALHA,317
GO,JARAGUÁ,317
ES,BAIXO GUANDU,317
RS,BUTIÁ,317
MS,MIRANDA,316
SC,SOMBRIO,316
PR,JAGUARIAÍVA,316
MT,GUIRATINGA,316
SP,CONCHAL,316
SP,ITAÍ,316
MA,ARARI,316
CE,TRAIRI,316
BA,LUÍS EDUARDO MAGALHÃES,316
MG,CALDAS,316
BA,MORRO DO CHAPÉU,315
RN,PARELHAS,315
AL,CORURIPE,315
MG,NOVO CRUZEIRO,315
PE,BUÍQUE,315
SP,MARTINÓPOLIS,315
SP,BADY BASSITT,315
MG,PRESIDENTE OLEGÁRIO,315
AL,SÃO MIGUEL DOS CAMPOS,315
RS,BALNEÁRIO PINHAL,315
BA,MARAGOGIPE,315
AC,SENA MADUREIRA,314
RS,ESPUMOSO,314
PB,POMBAL,314
PR,ANDIRÁ,314
SP,ÁGUAS DA PRATA,314
BA,CORRENTINA,314
MT,DIAMANTINO,314
MG,IPANEMA,314
RS,SÃO VICENTE DO SUL,314
SP,PINHALZINHO,314
MS,SÃO GABRIEL DO OESTE,314
MA,BARRA DO CORDA,314
AL,PILAR,314
SP,MORRO AGUDO,314
PA,SALVATERRA,314
MS,CAMAPUÃ,313
PE,TAQUARITINGA DO NORTE,313
SP,ARAÇARIGUAMA,313
GO,GOIANIRA,313
PA,SALINÓPOLIS,313
PE,FLORESTA,313
SP,PARANAPANEMA,313
GO,SÃO LUÍS DE MONTES BELOS,313
RJ,ITALVA,313
MG,LAJINHA,312
PE,SÃO JOSÉ DO EGITO,312
SC,BRAÇO DO NORTE,312
GO,ÁGUAS LINDAS DE GOIÁS,312
MG,MEDINA,312
RS,ELDORADO DO SUL,312
AL,DELMIRO GOUVEIA,312
SP,SANTA ADÉLIA,312
PB,MAMANGUAPE,312
SE,ITAPORANGA D'AJUDA,312
MA,SANTA INÊS,311
MG,ÁGUAS FORMOSAS,311
MG,TEIXEIRAS,311
MS,TERENOS,311
MG,CONCEIÇÃO DO RIO VERDE,311
SP,AMÉRICO BRASILIENSE,311
MG,SÃO JOSÉ DA LAPA,311
AM,HUMAITÁ,311
PE,CUSTÓDIA,311
PI,OEIRAS,311
PR,SANTA HELENA,311
SP,NEVES PAULISTA,311
MG,ESPERA FELIZ,310
MS,BATAGUASSU,310
PE,CONDADO,310
RS,CACEQUI,310
SP,REGENTE FEIJÓ,310
PR,TELÊMACO BORBA,310
MG,PEÇANHA,310
BA,ESPLANADA,310
PA,XINGUARA,310
PB,MONTEIRO,310
CE,PENTECOSTE,309
PR,SÃO MATEUS DO SUL,309
RS,NOVA SANTA RITA,309
BA,RIO REAL,309
CE,PACATUBA,308
MG,SERRO,308
SP,CESÁRIO LANGE,308
SP,GUARARAPES,308
SP,PANORAMA,308
CE,MOMBAÇA,308
BA,COARACI,308
SP,BERNARDINO DE CAMPOS,308
MT,MIRASSOL D'OESTE,308
GO,NIQUELÂNDIA,308
CE,PACAJUS,308
SE,TOBIAS BARRETO,308
CE,INDEPENDÊNCIA,307
BA,RIBEIRA DO POMBAL,307
MG,ASTOLFO DUTRA,307
GO,PIRES DO RIO,307
MT,ALTO ARAGUAIA,307
SE,BARRA DOS COQUEIROS,307
RO,ROLIM DE MOURA,307
BA,IBOTIRAMA,307
PR,PALMEIRA,307
TO,MIRACEMA DO TOCANTINS,307
SP,SALTO DE PIRAPORA,307
BA,OLINDINA,307
MG,RIO PIRACICABA,307
SP,SETE BARRAS,307
SP,FARTURA,307
SC,ORLEANS,307
PR,JANDAIA DO SUL,307
CE,BREJO SANTO,306
SC,URUSSANGA,306
SP,PARAPUÃ,306
BA,JAGUAQUARA,306
BA,SANTALUZ,306
PA,IRITUIA,306
MT,ROSÁRIO OESTE,306
CE,BATURITÉ,306
RN,APODI,306
CE,ASSARÉ,306
GO,CERES,306
PR,QUEDAS DO IGUAÇU,305
AM,TABATINGA,305
RS,GARIBALDI,305
SC,BALNEÁRIO RINCÃO,305
SC,SÃO JOÃO BATISTA,305
PR,UBIRATÃ,305
MT,SANTO ANTÔNIO DO LEVERGER,304
RS,SÃO SEBASTIÃO DO CAÍ,304
RN,AREIA BRANCA,304
PA,MÃE DO RIO,304
PA,SANTANA DO ARAGUAIA,304
BA,CARINHANHA,304
GO,NOVO GAMA,304
RS,SANANDUVA,304
SC,BALNEÁRIO GAIVOTA,304
RS,GIRUÁ,304
GO,SILVÂNIA,304
SE,PROPRIÁ,304
MA,AÇAILÂNDIA,304
ES,ALFREDO CHAVES,304
MG,CARMO DE MINAS,304
ES,DOMINGOS MARTINS,304
SP,ITAJOBI,304
RN,SANTA CRUZ,304
SP,PORANGABA,303
MG,ITAPAGIPE,303
BA,FORMOSA DO RIO PRETO,303
PA,SÃO FÉLIX DO XINGU,303
GO,ALEXÂNIA,303
MG,MARTINHO CAMPOS,303
SP,MACATUBA,303
PR,NOVA LONDRINA,303
GO,ITAPURANGA,303
RN,NÍSIA FLORESTA,303
PE,ÁGUAS BELAS,303
GO,PALMEIRAS DE GOIÁS,303
TO,COLINAS DO TOCANTINS,303
RJ,CARDOSO MOREIRA,303
CE,RERIUTABA,302
ES,SANTA TERESA,302
SP,URUPÊS,302
MT,PONTES E LACERDA,302
SC,CAMBORIÚ,302
PE,ESCADA,302
SP,MIRANTE DO PARANAPANEMA,302
MG,CORDISBURGO,302
PB,SOLÂNEA,302
PI,BARRAS,301
MG,ERVÁLIA,301
ES,MIMOSO DO SUL,301
CE,MISSÃO VELHA,301
ES,SÃO JOSÉ DO CALÇADO,301
PA,ITUPIRANGA,301
CE,CAMOCIM,301
BA,SANTA RITA DE CÁSSIA,301
RS,PEDRO OSÓRIO,301
PE,BONITO,300
PA,TAILÂNDIA,300
SP,IGARAÇU DO TIETÊ,300
MT,PRIMAVERA DO LESTE,300
PR,MATELÂNDIA,300
PI,JOSÉ DE FREITAS,300
PB,QUEIMADAS,300
BA,AMÉLIA RODRIGUES,300
MG,CARMÓPOLIS DE MINAS,300
RN,PAU DOS FERROS,300
RS,ROLANTE,300
SP,ITABERÁ,300
PE,VERTENTES,300
SP,ROSEIRA,299
RS,TAPES,299
PR,CAMPINA GRANDE DO SUL,299
MG,CAMPO DO MEIO,299
CE,MONSENHOR TABOSA,299
MG,CARANDAÍ,299
MG,CRUZÍLIA,299
RS,IBIRUBÁ,299
MG,ITAOBIM,299
RJ,RIO DAS FLORES,299
PI,SÃO RAIMUNDO NONATO,299
GO,BURITI ALEGRE,299
BA,TUCANO,299
CE,BOA VIAGEM,298
GO,POSSE,298
PE,TABIRA,298
PB,SAPÉ,298
PR,SERTANÓPOLIS,298
MG,CAETANÓPOLIS,298
PR,REALEZA,298
BA,URUÇUCA,298
BA,IPIRÁ,298
BA,ITAPICURU,298
PE,OROBÓ,298
MG,SANTO ANTÔNIO DO AMPARO,298
SP,PIRAPORA DO BOM JESUS,297
MT,COLÍDER,297
PI,PIRACURUCA,297
SC,IBIRAMA,297
BA,SENTO SÉ,297
PA,MARACANÃ,297
RS,CARLOS BARBOSA,297
MG,FELIXLÂNDIA,297
MT,GUARANTÃ DO NORTE,297
PR,SIQUEIRA CAMPOS,297
SP,ÁGUAS DE SANTA BÁRBARA,297
PR,CLEVELÂNDIA,297
PE,SANTA MARIA DA BOA VISTA,297
BA,CACULÉ,297
MG,ATALÉIA,297
MG,MALACACHETA,296
CE,HORIZONTE,296
MT,CAMPO VERDE,296
SP,CAPELA DO ALTO,296
SP,TABATINGA,296
ES,PANCAS,296
CE,MAURITI,296
AL,ATALAIA,296
PR,LOANDA,296
GO,CAIAPÔNIA,296
CE,ITAPAJÉ,296
SP,RIOLÂNDIA,296
BA,CAPIM GROSSO,296
GO,PONTALINA,296
PR,IPORÃ,296
MG,CRISTINA,295
SP,ITIRAPINA,295
MG,TAIOBEIRAS,295
BA,JEREMOABO,295
MT,POCONÉ,295
BA,MONTE SANTO,295
RJ,DUAS BARRAS,295
RS,GUAPORÉ,295
PE,SANTA CRUZ DO CAPIBARIBE,295
PA,CACHOEIRA DO ARARI,295
PR,ENGENHEIRO BELTRÃO,295
RS,ARROIO DOS RATOS,295
SC,CAPINZAL,295
BA,MUNDO NOVO,295
PE,CATENDE,295
MG,AREADO,295
MA,PENALVA,295
RS,SANTO ANTÔNIO DAS MISSÕES,294
SP,LUCÉLIA,294
RO,PIMENTA BUENO,294
PR,PAIÇANDU,294
RS,FLORES DA CUNHA,294
BA,CONCEIÇÃO DO JACUÍPE,294
SP,POTIRENDABA,294
PR,CAPANEMA,294
BA,CÍCERO DANTAS,294
MG,PIRAÚBA,294
PA,ALMEIRIM,294
ES,VENDA NOVA DO IMIGRANTE,294
SP,SÃO LOURENÇO DA SERRA,294
SE,CAPELA,294
RS,BARRA DO RIBEIRO,294
RO,ESPIGÃO DO OESTE,293
RJ,AREAL,293
MG,POTÉ,293
RS,TEUTÔNIA,293
SE,AQUIDABÃ,293
MG,ITAMONTE,293
GO,ARAGARÇAS,293
PA,MOCAJUBA,293
MG,SANTANA DO PARAÍSO,293
BA,QUEIMADAS,293
ES,JOÃO NEIVA,293
SC,ITAIÓPOLIS,293
BA,MARACÁS,293
SP,DOURADO,292
SC,TAIÓ,292
BA,BUERAREMA,292
CE,SANTA QUITÉRIA,292
CE,LAVRAS DA MANGABEIRA,292
RS,ARROIO DO SAL,292
BA,MACAÚBAS,292
SP,BARRINHA,292
SC,ITAPOÁ,292
CE,JAGUARUANA,292
BA,IBICUÍ,292
MG,BELO ORIENTE,292
MG,BUENO BRANDÃO,292
CE,GRANJA,292
BA,ITARANTIM,292
MG,BURITIZEIRO,292
PB,AREIA,292
MA,ROSÁRIO,291
PR,CARLÓPOLIS,291
RS,SÃO JERÔNIMO,291
PB,ESPERANÇA,291
PI,CORRENTE,291
PE,RIBEIRÃO,291
PR,WENCESLAU BRAZ,291
RS,NOVA PETRÓPOLIS,291
MG,ANTÔNIO CARLOS,290
PR,ASSAÍ,290
PR,RIBEIRÃO DO PINHAL,290
PR,FAXINAL,290
BA,SEABRA,290
BA,IAÇU,290
BA,SOBRADINHO,290
MS,CAARAPÓ,290
BA,MEDEIROS NETO,290
MG,POÇO FUNDO,290
SP,PEREIRAS,290
CE,VÁRZEA ALEGRE,290
AM,IRANDUBA,290
PR,MANDIRITUBA,290
PB,CATOLÉ DO ROCHA,290
PA,DOM ELISEU,290
BA,MUTUÍPE,290
SP,SARAPUÍ,290
TO,GUARAÍ,289
MA,VITÓRIA DO MEARIM,289
MG,ARINOS,289
BA,SANTANA,289
PA,COLARES,289
ES,VARGEM ALTA,289
GO,RUBIATABA,289
SC,BALNEÁRIO PIÇARRAS,289
PR,CHOPINZINHO,289
MG,FRONTEIRA,289
RS,SÃO PEDRO DO SUL,289
AM,AUTAZES,289
PI,PEDRO II,289
ES,PEDRO CANÁRIO,289
PE,PEDRA,289
SP,GUAIÇARA,289
SC,TRÊS BARRAS,289
SC,RODEIO,289
PE,CUMARU,289
SP,GUAPIAÇU,289
SP,POTIM,289
PE,SÃO CAITANO,288
MA,COROATÁ,288
MG,SÃO JOÃO DA PONTE,288
MA,PINHEIRO,288
MG,SARZEDO,288
ES,ECOPORANGA,288
SC,MAFRA,288
CE,ORÓS,288
CE,VARJOTA,288
RS,TAPEJARA,288
ES,SANTA MARIA DE JETIBÁ,288
SP,TAMBAÚ,288
MG,RECREIO,288
SP,PAULO DE FARIA,288
MG,RIO CASCA,288
MT,JUARA,287
MG,MERCÊS,287
TO,TOCANTINÓPOLIS,287
BA,IRARÁ,287
PR,CORONEL VIVIDA,287
PR,ALTO PARANÁ,287
SC,JAGUARUNA,287
MG,ALPINÓPOLIS,287
MG,PLANURA,287
PB,SANTA LUZIA,287
RS,IRAÍ,287
BA,APORÁ,287
CE,ACARAÚ,287
MG,ENTRE RIOS DE MINAS,287
BA,JAGUARARI,287
GO,GUAPÓ,287
RJ,CARAPEBUS,287
RN,NOVA CRUZ,287
RJ,APERIBÉ,287
BA,GANDU,287
SP,IGARATÁ,286
SP,TAPIRATIBA,286
PE,PETROLÂNDIA,286
MS,NIOAQUE,286
SC,PENHA,286
PB,SUMÉ,286
SP,ELIAS FAUSTO,286
CE,JAGUARETAMA,286
CE,CAMPOS SALES,286
SE,LARANJEIRAS,286
MG,RIO NOVO,286
MG,MIRABELA,286
PB,CUITÉ,286
ES,PINHEIROS,286
AM,PRESIDENTE FIGUEIREDO,286
PR,ARARUNA,285
BA,CAMAMU,285
PA,ALENQUER,285
MG,ANDRELÂNDIA,285
BA,PARAMIRIM,285
PE,ITAPETIM,285
SP,TAQUARITUBA,285
MG,SÃO GONÇALO DO PARÁ,285
SP,TABAPUÃ,285
PA,BAIÃO,285
MT,ÁGUA BOA,285
SC,SANTA CECÍLIA,285
BA,CONCEIÇÃO DO ALMEIDA,285
MA,PARNARAMA,285
RS,HORIZONTINA,285
PA,NOVO REPARTIMENTO,285
PI,AMARANTE,285
PR,GUAÍRA,285
BA,CAMPO ALEGRE DE LOURDES,285
PE,CHÃ GRANDE,285
RS,CAPÃO DO LEÃO,285
CE,TABULEIRO DO NORTE,285
RS,TRÊS DE MAIO,284
CE,AURORA,284
MA,HUMBERTO DE CAMPOS,284
AL,PÃO DE AÇÚCAR,284
MG,CACHOEIRA DE MINAS,284
GO,CAÇU,284
PA,JACUNDÁ,284
MT,NOSSA SENHORA DO LIVRAMENTO,284
SC,SÃO LOURENÇO DO OESTE,284
MS,MUNDO NOVO,284
SE,NOSSA SENHORA DAS DORES,284
PE,QUIPAPÁ,284
GO,SÃO SIMÃO,284
CE,SOLONÓPOLE,284
PA,BUJARU,284
SP,MINEIROS DO TIETÊ,284
SC,MARAVILHA,284
MG,MATIPÓ,284
BA,MACARANI,284
PB,ITAPORANGA,283
MA,PERI MIRIM,283
MT,LUCAS DO RIO VERDE,283
MG,ITAÚ DE MINAS,283
BA,LAPÃO,283
BA,BARRA DO CHOÇA,283
MG,ALTEROSA,283
RS,NÃO-ME-TOQUE,283
MA,SÃO DOMINGOS DO MARANHÃO,283
SP,UCHOA,283
MG,ITAMOGI,283
SP,RIBEIRÃO BONITO,283
BA,ITABELA,283
CE,CEDRO,283
SP,PALMEIRA D'OESTE,283
MS,COSTA RICA,283
SP,BOCAINA,283
RS,SANTO AUGUSTO,282
BA,ITANHÉM,282
BA,BELMONTE,282
SP,GUAPIARA,282
AL,SANTANA DO IPANEMA,282
RS,SÃO JOSÉ DO NORTE,282
RN,CARAÚBAS,282
SP,RINÓPOLIS,282
SP,IPUÃ,282
MT,CANARANA,282
PR,CORBÉLIA,281
MG,CAMPOS ALTOS,281
AM,MANICORÉ,281
BA,SÃO FRANCISCO DO CONDE,281
BA,CORAÇÃO DE MARIA,281
GO,PADRE BERNARDO,281
PR,SANTA MARIANA,281
RN,CANGUARETAMA,281
MG,RAPOSOS,281
SP,NATIVIDADE DA SERRA,281
TO,ARAGUATINS,280
MS,GUIA LOPES DA LAGUNA,280
MG,CARMO DA MATA,280
MG,AIURUOCA,280
BA,CONCEIÇÃO DA FEIRA,280
CE,GUARACIABA DO NORTE,280
PI,ÁGUA BRANCA,280
MG,RESENDE COSTA,280
BA,PARIPIRANGA,280
MG,MONTALVÂNIA,280
SC,CAPIVARI DE BAIXO,280
SC,POMERODE,280
RS,RESTINGA SÊCA,280
SP,TORRINHA,280
PR,RIO BRANCO DO SUL,280
SP,VALENTIM GENTIL,280
SP,CHARQUEADA,280
SP,IEPÊ,280
SC,SANTO AMARO DA IMPERATRIZ,280
PA,BREU BRANCO,279
MT,JUSCIMEIRA,279
GO,PIRANHAS,279
MG,PERDIZES,279
PR,ARAPOTI,279
SP,MIGUELÓPOLIS,279
CE,TAMBORIL,279
MG,PIRANGA,279
MG,MANGA,279
SP,RINCÃO,279
SP,ITAPORANGA,279
RJ,LAJE DO MURIAÉ,279
SE,CAMPO DO BRITO,279
CE,ARACOIABA,279
MG,MARIA DA FÉ,278
CE,UBAJARA,278
RJ,MACUCO,278
GO,ITAPACI,278
BA,RIO DE CONTAS,278
MG,PADRE PARAÍSO,278
PE,LAJEDO,278
PR,BELA VISTA DO PARAÍSO,278
MA,BARREIRINHAS,278
PB,SERRA BRANCA,278
PI,ESPERANTINA,278
SP,SANTO ANTÔNIO DO PINHAL,278
SP,CUNHA,278
SP,SEVERÍNIA,278
SP,PACAEMBU,278
GO,BOM JESUS DE GOIÁS,278
MG,MONTE BELO,278
CE,PARAMBU,278
AM,BORBA,278
MA,ARAIOSES,278
SP,JUNQUEIRÓPOLIS,278
PI,UNIÃO,278
GO,COCALZINHO DE GOIÁS,277
SP,GUARÁ,277
SP,AVANHANDAVA,277
MG,MIRAÍ,277
BA,ITACARÉ,277
SP,SANTA CRUZ DAS PALMEIRAS,277
RS,PANTANO GRANDE,277
BA,CAMACÃ,277
MG,SÃO JOÃO EVANGELISTA,277
MG,PIRAPETINGA,277
RS,XANGRI-LÁ,277
SP,BOA ESPERANÇA DO SUL,277
RS,VERANÓPOLIS,277
PR,MORRETES,277
PI,ALTOS,277
ES,MUQUI,276
CE,BARRO,276
BA,UBAITABA,276
PA,ACARÁ,276
PE,CUPIRA,276
MA,GRAJAÚ,276
ES,RIO BANANAL,276
PI,SÃO JOÃO DO PIAUÍ,276
RS,SARANDI,276
MG,TARUMIRIM,276
BA,UAUÁ,276
BA,NOVA SOURE,276
PR,RIBEIRÃO CLARO,275
MG,CAPINÓPOLIS,275
RS,TRÊS PASSOS,275
MG,CARMO DA CACHOEIRA,275
PE,TAMANDARÉ,275
MG,RIO PRETO,275
ES,ITAGUAÇU,275
PE,PANELAS,275
PR,AMPÉRE,275
BA,NOVA CANAÃ,275
AM,RIO PRETO DA EVA,275
MS,IVINHEMA,275
GO,EDÉIA,275
MG,BALDIM,275
PB,ALAGOA GRANDE,274
PA,PONTA DE PEDRAS,274
SP,CANANÉIA,274
RS,TRÊS COROAS,274
CE,IRACEMA,274
MG,GUAPÉ,274
BA,SÁTIRO DIAS,274
PA,JURUTI,274
BA,SAUBARA,274
RN,EXTREMOZ,274
SP,ANHEMBI,274
PE,TRINDADE,274
PR,PÉROLA,274
PB,LAGOA SECA,274
BA,SERRA DO RAMALHO,274
SP,PIQUETE,273
PE,ALAGOINHA,273
MT,SÃO JOSÉ DOS QUATRO MARCOS,273
MT,SÃO FÉLIX DO ARAGUAIA,273
BA,UNA,273
ES,MUNIZ FREIRE,273
BA,IBIRATAIA,273
CE,ITAITINGA,273
BA,BAIXA GRANDE,273
PR,PRIMEIRO DE MAIO,273
RS,NOVA PRATA,273
BA,SALINAS DA MARGARIDA,273
RS,HERVAL,273
MG,SANTA RITA DE CALDAS,273
MG,SIMONÉSIA,273
PR,SANTA FÉ,273
RS,BOM RETIRO DO SUL,272
SC,OTACÍLIO COSTA,272
MG,MORADA NOVA DE MINAS,272
SP,SÃO LUÍS DO PARAITINGA,272
PA,CAPITÃO POÇO,272
GO,ACREÚNA,272
BA,LAJE,272
MA,BURITI BRAVO,272
ES,BOM JESUS DO NORTE,272
MG,SANTA MARIA DO SUAÇUÍ,271
PR,JARDIM ALEGRE,271
MT,PEIXOTO DE AZEVEDO,271
PA,URUARÁ,271
MA,ITAPECURU MIRIM,271
RN,SANTANA DO MATOS,271
BA,SANTA BÁRBARA,271
SC,ITUPORANGA,271
RN,ALEXANDRIA,271
SC,DIONÍSIO CERQUEIRA,271
RS,LAVRAS DO SUL,271
PR,PINHÃO,271
MT,CAMPO NOVO DO PARECIS,271
MA,CODÓ,271
SP,CEDRAL,271
BA,PARATINGA,271
PE,EXU,270
PR,GUARANIAÇU,270
GO,CORUMBÁ DE GOIÁS,270
MT,ALTO GARÇAS,270
SP,PALESTINA,270
MG,JOAÍMA,270
BA,RIACHÃO DAS NEVES,270
MG,MINAS NOVAS,270
AC,BRASILÉIA,270
SP,PIRANGI,270
RS,GENERAL CÂMARA,270
RN,JARDIM DO SERIDÓ,270
PB,ITABAIANA,270
RJ,TRAJANO DE MORAES,269
SP,MORUNGABA,269
BA,CANSANÇÃO,269
BA,BARRA DO MENDES,269
SP,MANDURI,269
GO,JUSSARA,269
SE,BOQUIM,269
MG,NOVA RESENDE,269
MG,MONTE AZUL,269
RS,TENENTE PORTELA,269
PE,SÃO JOÃO,269
ES,JERÔNIMO MONTEIRO,269
RJ,VARRE-SAI,269
SC,ABELARDO LUZ,269
SP,ENGENHEIRO COELHO,269
ES,IBATIBA,268
MA,ITINGA DO MARANHÃO,268
GO,MINAÇU,268
PE,IBIMIRIM,268
RJ,SÃO SEBASTIÃO DO ALTO,268
MG,PAPAGAIOS,268
PI,VALENÇA DO PIAUÍ,268
CE,REDENÇÃO,268
MG,COROACI,268
SE,NOSSA SENHORA DA GLÓRIA,268
CE,AMONTADA,268
RN,TOUROS,268
SC,URUBICI,268
PR,CIDADE GAÚCHA,268
PB,PIANCÓ,268
MG,VAZANTE,268
BA,ACAJUTIBA,268
PA,BELTERRA,268
PB,CONDE,268
MG,CAPIM BRANCO,268
PE,SÃO JOSÉ DO BELMONTE,268
MT,PEDRA PRETA,268
MG,ESPINOSA,268
MG,JACINTO,268
BA,JOÃO DOURADO,268
PE,SALOÁ,267
PA,SÃO SEBASTIÃO DA BOA VISTA,267
SP,IRACEMÁPOLIS,267
MG,PALMA,267
MT,ARENÁPOLIS,267
MG,JAÍBA,267
PA,NOVO PROGRESSO,267
AM,SÃO GABRIEL DA CACHOEIRA,267
MA,SÃO RAIMUNDO DAS MANGABEIRAS,267
PE,VENTUROSA,267
AC,SENADOR GUIOMARD,267
CE,PINDORETAMA,267
PE,NAZARÉ DA MATA,267
MA,CHAPADINHA,267
PA,SÃO JOÃO DE PIRABAS,267
BA,VALENTE,266
SP,IACANGA,266
MG,ALTO RIO DOCE,266
MG,SÃO TIAGO,266
MG,LADAINHA,266
BA,UBAÍRA,266
AC,TARAUACÁ,265
AL,PIAÇABUÇU,265
